"HOG_ID"	"Pathway"	"Correlation"	"p_value"	"p_adj"
"206"	"OG_Cluster_280"	"Pathway_Cluster_9"	-0.928571428571429	0.530922861565801	0.942937342912275
"207"	"OG_Cluster_515"	"Pathway_Cluster_15"	0.928571428571429	0.530922861565801	0.942937342912275
"208"	"OG_Cluster_583"	"Pathway_Cluster_13"	0.928571428571429	0.530922861565801	0.942937342912275
"209"	"OG_Cluster_615"	"Pathway_Cluster_47"	0.928571428571429	0.530922861565801	0.942937342912275
"210"	"OG_Cluster_88"	"Pathway_Cluster_7"	-0.928571428571429	0.570156320815768	0.942937342912275
"211"	"OG_Cluster_257"	"Pathway_Cluster_33"	-0.928571428571429	0.570156320815768	0.942937342912275
"212"	"OG_Cluster_344"	"Pathway_Cluster_56"	-0.928571428571429	0.570156320815768	0.942937342912275
"213"	"OG_Cluster_589"	"Pathway_Cluster_26"	0.928571428571429	0.570156320815768	0.942937342912275
"214"	"OG_Cluster_93"	"Pathway_Cluster_51"	-0.928571428571429	0.610344415645267	0.951701809545284
"215"	"OG_Cluster_537"	"Pathway_Cluster_17"	-0.928571428571429	0.610344415645267	0.951701809545284
"216"	"OG_Cluster_548"	"Pathway_Cluster_52"	-0.928571428571429	0.610344415645267	0.951701809545284
"217"	"OG_Cluster_627"	"Pathway_Cluster_12"	0.928571428571429	0.610344415645267	0.951701809545284
"218"	"OG_Cluster_11"	"Pathway_Cluster_41"	0.928571428571429	0.651401495702482	0.954071443320596
"219"	"OG_Cluster_16"	"Pathway_Cluster_57"	-0.928571428571429	0.651401495702482	0.954071443320596
"220"	"OG_Cluster_19"	"Pathway_Cluster_77"	-0.928571428571429	0.651401495702482	0.954071443320596
"221"	"OG_Cluster_24"	"Pathway_Cluster_106"	-0.928571428571429	0.651401495702482	0.954071443320596
"222"	"OG_Cluster_269"	"Pathway_Cluster_35"	-0.928571428571429	0.651401495702482	0.954071443320596
"223"	"OG_Cluster_339"	"Pathway_Cluster_57"	0.928571428571429	0.651401495702482	0.954071443320596
"224"	"OG_Cluster_363"	"Pathway_Cluster_45"	-0.928571428571429	0.651401495702482	0.954071443320596
"225"	"OG_Cluster_686"	"Pathway_Cluster_14"	-0.928571428571429	0.651786959880265	0.954071443320596
"226"	"OG_Cluster_642"	"Pathway_Cluster_71"	0.928571428571429	0.670344277246939	0.9590846338111
"227"	"OG_Cluster_65"	"Pathway_Cluster_37"	-0.928571428571429	0.693238811728395	0.9590846338111
"228"	"OG_Cluster_117"	"Pathway_Cluster_25"	-0.928571428571429	0.693238811728395	0.9590846338111
"229"	"OG_Cluster_174"	"Pathway_Cluster_98"	0.928571428571429	0.735764859879812	0.9590846338111
"230"	"OG_Cluster_206"	"Pathway_Cluster_35"	-0.928571428571429	0.735764859879812	0.9590846338111
"231"	"OG_Cluster_258"	"Pathway_Cluster_23"	0.928571428571429	0.735764859879812	0.9590846338111
"232"	"OG_Cluster_401"	"Pathway_Cluster_52"	0.928571428571429	0.735764859879812	0.9590846338111
"233"	"OG_Cluster_11"	"Pathway_Cluster_37"	0.928571428571429	0.735764859879812	0.9590846338111
"234"	"OG_Cluster_318"	"Pathway_Cluster_45"	-0.928571428571429	0.735764859879812	0.9590846338111
"235"	"OG_Cluster_477"	"Pathway_Cluster_43"	-0.928571428571429	0.735764859879812	0.9590846338111
"236"	"OG_Cluster_506"	"Pathway_Cluster_75"	-0.928571428571429	0.777583043771257	0.966550162602173
"237"	"OG_Cluster_86"	"Pathway_Cluster_105"	-0.928571428571429	0.77888572605238	0.966550162602173
"238"	"OG_Cluster_108"	"Pathway_Cluster_71"	-0.928571428571429	0.77888572605238	0.966550162602173
"239"	"OG_Cluster_279"	"Pathway_Cluster_9"	0.928571428571429	0.77888572605238	0.966550162602173
"240"	"OG_Cluster_308"	"Pathway_Cluster_43"	0.928571428571429	0.77888572605238	0.966550162602173
"241"	"OG_Cluster_392"	"Pathway_Cluster_90"	-0.928571428571429	0.77888572605238	0.966550162602173
"242"	"OG_Cluster_70"	"Pathway_Cluster_35"	-0.928571428571429	0.822505430203611	0.968430250574552
"243"	"OG_Cluster_209"	"Pathway_Cluster_23"	-0.928571428571429	0.822505430203611	0.968430250574552
"244"	"OG_Cluster_393"	"Pathway_Cluster_100"	-0.928571428571429	0.822505430203611	0.968430250574552
"245"	"OG_Cluster_427"	"Pathway_Cluster_89"	-0.928571428571429	0.822505430203611	0.968430250574552
"246"	"OG_Cluster_117"	"Pathway_Cluster_27"	-0.928571428571429	0.866526270675909	0.970941531004062
"247"	"OG_Cluster_117"	"Pathway_Cluster_32"	-0.928571428571429	0.866526270675909	0.970941531004062
"248"	"OG_Cluster_689"	"Pathway_Cluster_28"	0.928571428571429	0.905035683510241	0.970941531004062
"249"	"OG_Cluster_602"	"Pathway_Cluster_8"	-0.928571428571429	0.910315357004167	0.970941531004062
"250"	"OG_Cluster_295"	"Pathway_Cluster_45"	-0.928571428571429	0.910849168519584	0.970941531004062
"251"	"OG_Cluster_366"	"Pathway_Cluster_90"	-0.928571428571429	0.910849168519584	0.970941531004062
"252"	"OG_Cluster_591"	"Pathway_Cluster_13"	0.928571428571429	0.910849168519584	0.970941531004062
"253"	"OG_Cluster_670"	"Pathway_Cluster_86"	-0.928571428571429	0.932691474909088	0.977443577392725
